,comparison,ratio,p-value,Log fold change (base 2),-Log p-value (base 10)
212,Orco +/+ vs. Orco +/+ fixed dc3,1.380952380952381,0.2898639831826094,0.4656635723488118,1.2383434895357908
213,Orco +/+ vs. Orco +/+ fixed dc4,0.8666666666666667,0.845039026929691,-0.20645087746742632,0.16837246697587985
214,Orco +/+ vs. Orco +/+ fixed dl1,0.9696969696969697,1.0,-0.044394119358453395,0.0
215,Orco +/+ vs. Orco +/+ fixed dl2d,0.6111111111111112,0.24697186875859448,-0.710493382805015,1.3984808405059175
216,Orco +/+ vs. Orco +/+ fixed dl2v,1.5,0.600188657669783,0.5849625007211562,0.5105112437389321
217,Orco +/+ vs. Orco +/+ fixed dl3,0.8461538461538461,0.8337618895801386,-0.24100809950379493,0.18180742148799825
218,Orco +/+ vs. Orco +/+ fixed dl4,0.8,1.0,-0.3219280948873623,0.0
219,Orco +/+ vs. Orco +/+ fixed dl5,1.1333333333333333,0.8541000370124538,0.18057224564182084,0.1577069526950009
220,Orco +/+ vs. Orco +/+ fixed dm1,0.6666666666666666,0.2430850515960587,-0.5849625007211563,1.414343890311456
221,Orco +/+ vs. Orco +/+ fixed dm2,1.5,0.49228252506644254,0.5849625007211562,0.7087024893614199
222,Orco +/+ vs. Orco +/+ fixed dm3,2.0,0.502821886056064,1.0,0.6875192748600266
223,Orco +/+ vs. Orco +/+ fixed dm4,1.75,0.5430878032127915,0.8073549220576041,0.610484271912552
224,Orco +/+ vs. Orco +/+ fixed dm5,1.0,1.0,0.0,0.0
225,Orco +/+ vs. Orco +/+ fixed dm6,0.75,0.4795470328208416,-0.4150374992788438,0.7349133022512757
226,Orco +/+ vs. Orco +/+ fixed dp1l,0.9230769230769231,1.0,-0.1154772174199359,0.0
227,Orco +/+ vs. Orco +/+ fixed dp1m,1.2333333333333334,0.42190864702360525,0.3025627700204313,0.8629664646278711
228,Orco +/+ vs. Orco +/+ fixed v,0.0,1.0,-inf,0.0
229,Orco +/+ vs. Orco +/+ fixed va1d,1.5833333333333333,0.26163493430557283,0.6629650127224292,1.3408051273914452
230,Orco +/+ vs. Orco +/+ fixed va1v,1.8571428571428572,0.25090216415222544,0.8930847960834881,1.3826922000900634
231,Orco +/+ vs. Orco +/+ fixed va2,1.2307692307692308,0.7004087853974985,0.29956028185890793,0.3560911352489103
232,Orco +/+ vs. Orco +/+ fixed va3,0.92,0.8778821059370847,-0.12029423371771177,0.13024297006089022
233,Orco +/+ vs. Orco +/+ fixed va4,0.875,1.0,-0.19264507794239588,0.0
234,Orco +/+ vs. Orco +/+ fixed va5,1.125,0.8580053573871905,0.16992500144231237,0.15314493547265412
235,Orco +/+ vs. Orco +/+ fixed va6,0.8260869565217391,0.625063045964547,-0.27563444261342734,0.46990276078985416
236,Orco +/+ vs. Orco +/+ fixed va7l,1.0,1.0,0.0,0.0
237,Orco +/+ vs. Orco +/+ fixed va7m,0.9375,1.0,-0.09310940439148147,0.0
238,Orco +/+ vs. Orco +/+ fixed vc1,0.8333333333333334,0.8269930500255265,-0.2630344058337938,0.18995898783229934
239,Orco +/+ vs. Orco +/+ fixed vc2,0.875,1.0,-0.19264507794239588,0.0
240,Orco +/+ vs. Orco +/+ fixed vc3l,1.2352941176470589,0.6094556202025603,0.30485458152842093,0.4951891461612887
241,Orco +/+ vs. Orco +/+ fixed vc3m,2.8,0.05739321595882829,1.4854268271702418,2.8578291715120585
242,Orco +/+ vs. Orco +/+ fixed vc4,0.85,0.7304285798317409,-0.23446525363702297,0.31412382145301415
243,Orco +/+ vs. Orco +/+ fixed vc5,1.1818181818181819,0.8337618895801386,0.24100809950379498,0.18180742148799825
244,Orco +/+ vs. Orco +/+ fixed vl1,4.0,0.3718553310227364,2.0,0.9892503954484722
245,Orco +/+ vs. Orco +/+ fixed vl2a,1.0,1.0,0.0,0.0
246,Orco +/+ vs. Orco +/+ fixed vl2p,0.8823529411764706,0.8541000370124538,-0.18057224564182092,0.1577069526950009
247,Orco +/+ vs. Orco +/+ fixed vm1,0.8,0.8102155801029018,-0.3219280948873623,0.2104549184516344
248,Orco +/+ vs. Orco +/+ fixed vm2,0.9230769230769231,1.0,-0.1154772174199359,0.0
249,Orco +/+ vs. Orco +/+ fixed vm3,1.0,1.0,0.0,0.0
250,Orco +/+ vs. Orco +/+ fixed vm4,0.7,0.37025835587648676,-0.5145731728297583,0.9935542578877072
251,Orco +/+ vs. Orco +/+ fixed vm5d,0.9047619047619048,0.8678568686599604,-0.1443899093351748,0.14172847577612183
252,Orco +/+ vs. Orco +/+ fixed vm5v,0.8947368421052632,0.8615714328866513,-0.1604646721932461,0.1489973095779146
253,Orco +/+ vs. Orco +/+ fixed vm7d,1.4,0.5284845781376061,0.48542682717024166,0.6377416545373257
254,Orco +/+ vs. Orco +/+ fixed vm7v,1.2857142857142858,0.7995750933254313,0.36257007938470837,0.22367482575869937
255,Orco -/- vs. Orco +/+ fixed d,0.4583333333333333,0.03246087355087868,-1.125530882083859,3.427719805647246
256,Orco -/- vs. Orco +/+ fixed da1,1.0952380952380953,0.8732296171172511,0.13124453327825272,0.13555673697356405
257,Orco -/- vs. Orco +/+ fixed da2,0.0,1.0,-inf,0.0
258,Orco -/- vs. Orco +/+ fixed da3,0.5,1.0,-1.0,0.0
259,Orco -/- vs. Orco +/+ fixed da4l,1.2,1.0,0.2630344058337938,0.0
260,Orco -/- vs. Orco +/+ fixed da4m,0.25,0.3718553310227364,-2.0,0.9892503954484722
261,Orco -/- vs. Orco +/+ fixed dc1,1.1081081081081081,0.7051620014912163,0.14809863898913392,0.34932771321815403
262,Orco -/- vs. Orco +/+ fixed dc2,1.6428571428571428,0.16671000849402876,0.7162070339994087,1.7914994520712735
263,Orco -/- vs. Orco +/+ fixed dc3,1.9047619047619047,0.011841542014762292,0.9296106721086019,4.436141420273173
264,Orco -/- vs. Orco +/+ fixed dc4,0.8,0.6909067221646126,-0.3219280948873623,0.3697504539579178
265,Orco -/- vs. Orco +/+ fixed dl1,0.6363636363636364,0.10686480122763845,-0.6520766965796931,2.236190783388485
266,Orco -/- vs. Orco +/+ fixed dl2d,0.4444444444444444,0.06612464458455104,-1.1699250014423124,2.7162137637209383
267,Orco -/- vs. Orco +/+ fixed dl2v,1.6666666666666667,0.44511031882658114,0.7369655941662062,0.8094331200644141
268,Orco -/- vs. Orco +/+ fixed dl3,0.9230769230769231,1.0,-0.1154772174199359,0.0
269,Orco -/- vs. Orco +/+ fixed dl4,0.8,1.0,-0.3219280948873623,0.0
270,Orco -/- vs. Orco +/+ fixed dl5,1.8666666666666667,0.05172116193605331,0.9004643264490856,2.9618882594365323
271,Orco -/- vs. Orco +/+ fixed dm1,0.6666666666666666,0.2430850515960587,-0.5849625007211563,1.414343890311456
272,Orco -/- vs. Orco +/+ fixed dm2,1.375,0.6394096021952577,0.45943161863729726,0.44721002496015283
273,Orco -/- vs. Orco +/+ fixed dm3,2.6666666666666665,0.22005221218953305,1.4150374992788437,1.513890432653401
274,Orco -/- vs. Orco +/+ fixed dm4,1.25,1.0,0.32192809488736235,0.0
275,Orco -/- vs. Orco +/+ fixed dm5,1.0,1.0,0.0,0.0
276,Orco -/- vs. Orco +/+ fixed dm6,0.95,1.0,-0.07400058144377693,0.0
277,Orco -/- vs. Orco +/+ fixed dp1l,0.8461538461538461,0.8337618895801386,-0.24100809950379493,0.18180742148799825
278,Orco -/- vs. Orco +/+ fixed dp1m,0.9,0.7750475219283386,-0.15200309344504995,0.25483093289148856
279,Orco -/- vs. Orco +/+ fixed v,0.0,1.0,-inf,0.0
280,Orco -/- vs. Orco +/+ fixed va1d,1.5,0.34271306144799435,0.5849625007211562,1.0708617374692633
281,Orco -/- vs. Orco +/+ fixed va1v,2.7142857142857144,0.0239869997824363,1.4405725913859815,3.7302432711253113
282,Orco -/- vs. Orco +/+ fixed va2,1.3076923076923077,0.5696909205352508,0.38702312310924725,0.5626613098963504
283,Orco -/- vs. Orco +/+ fixed va3,1.12,0.7682805525453416,0.16349873228287956,0.26360030974787185
284,Orco -/- vs. Orco +/+ fixed va4,0.875,1.0,-0.19264507794239588,0.0
285,Orco -/- vs. Orco +/+ fixed va5,1.4375,0.31187013933122576,0.5235619560570128,1.165168397908505
286,Orco -/- vs. Orco +/+ fixed va6,1.0869565217391304,0.8778821059370847,0.12029423371771175,0.13024297006089022
287,Orco -/- vs. Orco +/+ fixed va7l,0.6363636363636364,0.4703828532241951,-0.6520766965796931,0.7542083345412683
288,Orco -/- vs. Orco +/+ fixed va7m,0.9375,1.0,-0.09310940439148147,0.0
289,Orco -/- vs. Orco +/+ fixed vc1,0.4166666666666667,0.1348918714175386,-1.2630344058337937,2.0032817739401882
290,Orco -/- vs. Orco +/+ fixed vc2,0.625,0.5746337058920785,-0.6780719051126377,0.5540224744078361
291,Orco -/- vs. Orco +/+ fixed vc3l,1.411764705882353,0.3226599570150502,0.49749965947081687,1.1311562749647202
292,Orco -/- vs. Orco +/+ fixed vc3m,2.8,0.05739321595882829,1.4854268271702418,2.8578291715120585
293,Orco -/- vs. Orco +/+ fixed vc4,0.4,0.029493129000978908,-1.3219280948873622,3.5235979579863796
294,Orco -/- vs. Orco +/+ fixed vc5,1.0,1.0,0.0,0.0
295,Orco -/- vs. Orco +/+ fixed vl1,2.0,1.0,1.0,0.0
296,Orco -/- vs. Orco +/+ fixed vl2a,1.6363636363636365,0.24697186875859448,0.7104933828050152,1.3984808405059175
297,Orco -/- vs. Orco +/+ fixed vl2p,1.1764705882352942,0.7304285798317409,0.23446525363702297,0.31412382145301415
298,Orco -/- vs. Orco +/+ fixed vm1,0.6,0.44511031882658114,-0.7369655941662062,0.8094331200644141
299,Orco -/- vs. Orco +/+ fixed vm2,0.5384615384615384,0.25090216415222544,-0.8930847960834881,1.3826922000900634
300,Orco -/- vs. Orco +/+ fixed vm3,1.4285714285714286,0.6214196207257554,0.5145731728297582,0.47574870748826986
301,Orco -/- vs. Orco +/+ fixed vm4,0.45,0.052198246866118445,-1.15200309344505,2.9527063695977906
302,Orco -/- vs. Orco +/+ fixed vm5d,0.6190476190476191,0.20896942135363708,-0.6918777046376681,1.565567347034319
303,Orco -/- vs. Orco +/+ fixed vm5v,1.0,1.0,0.0,0.0
304,Orco -/- vs. Orco +/+ fixed vm7d,0.8,0.8102155801029018,-0.3219280948873623,0.2104549184516344
305,Orco -/- vs. Orco +/+ fixed vm7v,0.5714285714285714,0.5430878032127915,-0.8073549220576042,0.610484271912552
